deparment,code,discription,rate
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE187  ,EXCISION OF CBD STRICTURE+HEPATICODOCHOJEJUNO      ,5500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE188  ,REPAIR OF HIGH CBD STRICTURE                       ,4400              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE188  ,REPAIR OF HIGH CBD STRICTURE                  ,     7500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE189  ,RADICAL CHOLECYSTECTOMY                            ,1100              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE189  ,RADICAL CHOLECYSTECTOMY                            ,8500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE190  ,RADICAL CHOLECYSTECTOMY+SEGMENTECTOMY               2750   ,           
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE190  ,RADICAL CHOLECYSTECTOMY+SEGMENTECTOMY             ,11000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE191  ,RADICAL SURGERY FOR CHOLANGIO Ca.                   ,550              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE191  ,RADICAL SURGERY FOR CHOLANGIO Ca.                 ,11000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE192  ,EXCISION OF INFECTED CHOLEDOCHAL CYST + REPAI      ,1100              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE192  ,EXCISION OF INFECTED CHOLEDOCHAL CYST + REPAI      ,7500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE193  ,WEDGE HEPATECTOMY                                  ,1750              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE193  ,WEDGE HEPATECTOMY                                  ,5500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE194  ,HEPATIC SEGMENTECTOMY                              ,2200              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE194  ,HEPATIC SEGMENTECTOMY                              ,7500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE195  ,HEPATIC LOBECTOMY,                                  2200              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE195  ,HEPATIC LOBECTOMY                                  ,8000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE196  ,PARTIAL HEPATECTOMY                                ,2750              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE196  ,PARTIAL HEPATECTOMY          ,                      8500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE197  ,TRISEGEMENTECTOMY                                  ,2750              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE197  ,TRISEGEMENTECTOMY                                 ,11000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE198  ,EXCISION HYDATID CYST(SINGLE UN-INFECTED) ,         2750              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE198  ,EXCISION HYDATID CYST(SINGLE UN-INFECTED)          ,5500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE199  ,EXCISION OF INFECTED HYDATID CYST OF LIVER         ,4400              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE199  ,EXCISION OF INFECTED HYDATID CYST OF LIVER         ,7500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE200  ,EXCISION OF DISSEMINATED HYDATID CYSTS OF LIV       ,550              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE200  ,EXCISION OF DISSEMINATED HYDATID CYSTS OF LIV      ,8500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE201  ,SPLEENECTOMY                                        2750            ,  
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE201  ,SPLEENECTOMY                                       ,4500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE202  ,SPLEENORRHAPHY                                     ,2750              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE202  ,SPLEENORRHAPHY                                     ,5500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE203  ,GASTRIC DEVASCULARIZATION (TANNER'S)               ,2750              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE203  ,GASTRIC DEVASCULARIZATION (TANNER'S)               ,6000              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE205  ,SIGURA'S PROCEDURE                                 ,3300              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE205  ,SIGURA'S PROCEDURE                                 ,8500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE206  ,PORTACAVAL SHUNT ('H' GRAFT)                       ,3850              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE206  ,PORTACAVAL SHUNT ('H' GRAFT)                       ,7500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE207  ,PORTACAVAL SHUNT (END TO SIDE)                     ,4400              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE207  ,PORTACAVAL SHUNT (END TO SIDE)                     ,8500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE209  ,WARREN'S SHUNT                                     ,2750              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE209  ,WARREN'S SHUNT                         ,            8500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE210  ,WHIPPLE'S PANCREATICODUODENECTOMY                  ,3300              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE210  ,WHIPPLE'S PANCREATICODUODENECTOMY                  ,8500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE211  ,DISTAL 1/3 PANCREATECTOMY                          ,2750              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE211  ,DISTAL 1/3 PANCREATECTOMY                          ,5500              
DEPARTMENT OF SURGICAL GASTEROENTROLOG,SGE213  ,TOTAL PANCREATECTOMY                               ,4400              
